# OpenSignals Text File Format
# {"00:07:80:3B:46:61": {"sensor": ["TEMP"], "device name": "00:07:80:3B:46:61", "column": ["nSeq", "DI", "PORT3_CHN1"], "sync interval": 2, "time": "12:31:3.278", "comments": "", "device connection": "BTH00:07:80:3B:46:61", "channels": [3], "date": "2017-1-23", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "channeller", "position": 0, "sampling rate": 1000, "label": ["PORT3_CHN1"], "resolution": [16], "special": [{"SpO2": [80, 40, 5, 4, 5, 5]}]}}
# EndOfHeader
0	0	33628	
1	0	33632	
2	0	33612	
3	0	33608	
4	0	33636	
5	0	33618	
6	0	33620	
7	0	33612	
8	0	33624	
9	0	33610	
10	0	33634	
11	0	33616	
12	0	33616	
13	0	33632	
14	0	33618	
15	0	33628	
16	0	33632	
17	0	33612	
18	0	33646	
19	0	33618	
20	0	33620	
21	0	33608	
22	0	33620	
23	0	33628	
24	0	33610	
25	0	33636	
26	0	33620	
27	0	33632	
28	0	33616	
29	0	33632	
30	0	33624	
31	0	33628	
32	0	33632	
33	0	33640	
34	0	33640	
35	0	33632	
36	0	33648	
37	0	33632	
38	0	33632	
39	0	33620	
40	0	33629	
41	0	33625	
42	0	33608	
43	0	33612	
44	0	33628	
45	0	33608	
46	0	33632	
47	0	33612	
48	0	33620	
49	0	33616	
50	0	33628	
51	0	33604	
52	0	33629	
53	0	33612	
54	0	33628	
55	0	33613	
56	0	33632	
57	0	33608	
58	0	33632	
59	0	33628	
60	0	33624	
61	0	33620	
62	0	33624	
63	0	33632	
64	0	33616	
65	0	33634	
66	0	33632	
67	0	33640	
68	0	33628	
69	0	33626	
70	0	33616	
71	0	33636	
72	0	33621	
73	0	33640	
74	0	33626	
75	0	33626	
76	0	33616	
77	0	33624	
78	0	33620	
79	0	33652	
80	0	33626	
81	0	33632	
82	0	33640	
83	0	33633	
84	0	33620	
85	0	33610	
86	0	33632	
87	0	33636	
88	0	33612	
89	0	33618	
90	0	33632	
91	0	33632	
92	0	33624	
93	0	33640	
94	0	33648	
95	0	33628	
96	0	33616	
97	0	33633	
98	0	33630	
99	0	33624	
100	0	33616	
101	0	33620	
102	0	33636	
103	0	33632	
104	0	33620	
105	0	33618	
106	0	33616	
107	0	33632	
108	0	33622	
109	0	33624	
110	0	33632	
111	0	33618	
112	0	33616	
113	0	33624	
114	0	33628	
115	0	33618	
116	0	33632	
117	0	33632	
118	0	33618	
119	0	33644	
120	0	33632	
121	0	33622	
122	0	33629	
123	0	33636	
124	0	33633	
125	0	33634	
126	0	33627	
127	0	33616	
128	0	33636	
129	0	33633	
130	0	33632	
131	0	33620	
132	0	33636	
133	0	33628	
134	0	33616	
135	0	33640	
136	0	33636	
137	0	33632	
138	0	33620	
139	0	33632	
140	0	33632	
141	0	33634	
142	0	33620	
143	0	33610	
144	0	33632	
145	0	33624	
146	0	33632	
147	0	33636	
148	0	33616	
149	0	33642	
150	0	33628	
151	0	33640	
152	0	33622	
153	0	33640	
154	0	33624	
155	0	33626	
156	0	33644	
157	0	33633	
158	0	33628	
159	0	33632	
160	0	33636	
161	0	33632	
162	0	33640	
163	0	33624	
164	0	33636	
165	0	33626	
166	0	33634	
167	0	33624	
168	0	33624	
169	0	33604	
170	0	33624	
171	0	33620	
172	0	33644	
173	0	33629	
174	0	33632	
175	0	33640	
176	0	33624	
177	0	33632	
178	0	33632	
179	0	33624	
180	0	33618	
181	0	33621	
182	0	33638	
183	0	33649	
184	0	33636	
185	0	33610	
186	0	33624	
187	0	33628	
188	0	33648	
189	0	33632	
190	0	33632	
191	0	33618	
192	0	33616	
193	0	33620	
194	0	33632	
195	0	33642	
196	0	33628	
197	0	33618	
198	0	33608	
199	0	33640	
200	0	33624	
201	0	33629	
202	0	33608	
203	0	33650	
204	0	33628	
205	0	33618	
206	0	33624	
207	0	33612	
208	0	33624	
209	0	33624	
210	0	33632	
211	0	33634	
212	0	33626	
213	0	33620	
214	0	33622	
215	0	33636	
216	0	33628	
217	0	33612	
218	0	33628	
219	0	33628	
220	0	33628	
221	0	33616	
222	0	33616	
223	0	33629	
224	0	33640	
225	0	33624	
226	0	33636	
227	0	33632	
228	0	33632	
229	0	33644	
230	0	33632	
231	0	33624	
232	0	33632	
233	0	33618	
234	0	33624	
235	0	33618	
236	0	33634	
237	0	33618	
238	0	33618	
239	0	33616	
240	0	33624	
241	0	33620	
242	0	33640	
243	0	33616	
244	0	33620	
245	0	33636	
246	0	33634	
247	0	33632	
248	0	33636	
249	0	33612	
250	0	33634	
251	0	33626	
252	0	33613	
253	0	33640	
254	0	33644	
255	0	33632	
256	0	33624	
257	0	33621	
258	0	33624	
259	0	33632	
260	0	33630	
261	0	33614	
262	0	33636	
263	0	33640	
264	0	33608	
265	0	33632	
266	0	33640	
267	0	33620	
268	0	33612	
269	0	33626	
270	0	33632	
271	0	33620	
272	0	33620	
273	0	33618	
274	0	33651	
275	0	33626	
276	0	33640	
277	0	33616	
278	0	33618	
279	0	33624	
280	0	33626	
281	0	33632	
282	0	33644	
283	0	33619	
284	0	33624	
285	0	33632	
286	0	33640	
287	0	33640	
288	0	33653	
289	0	33620	
290	0	33634	
291	0	33616	
292	0	33640	
293	0	33620	
294	0	33620	
295	0	33633	
296	0	33616	
297	0	33640	
298	0	33620	
299	0	33640	
300	0	33632	
301	0	33616	
302	0	33642	
303	0	33624	
304	0	33616	
305	0	33616	
306	0	33632	
307	0	33620	
308	0	33626	
309	0	33616	
310	0	33628	
311	0	33636	
312	0	33632	
313	0	33624	
314	0	33628	
315	0	33642	
316	0	33634	
317	0	33644	
318	0	33642	
319	0	33636	
320	0	33636	
321	0	33634	
322	0	33616	
323	0	33628	
324	0	33634	
325	0	33620	
326	0	33628	
327	0	33632	
328	0	33652	
329	0	33624	
330	0	33628	
331	0	33640	
332	0	33638	
333	0	33632	
334	0	33636	
335	0	33628	
336	0	33650	
337	0	33634	
338	0	33628	
339	0	33634	
340	0	33632	
341	0	33632	
342	0	33642	
343	0	33616	
344	0	33640	
345	0	33632	
346	0	33645	
347	0	33632	
348	0	33616	
349	0	33644	
350	0	33640	
351	0	33640	
352	0	33626	
353	0	33632	
354	0	33648	
355	0	33633	
356	0	33648	
357	0	33628	
358	0	33627	
359	0	33656	
360	0	33636	
361	0	33657	
362	0	33629	
363	0	33632	
364	0	33610	
365	0	33644	
366	0	33640	
367	0	33636	
368	0	33634	
369	0	33632	
370	0	33648	
371	0	33640	
372	0	33660	
373	0	33616	
374	0	33636	
375	0	33632	
376	0	33626	
377	0	33640	
378	0	33628	
379	0	33642	
