# OpenSignals Text File Format
# {"00:07:80:3B:46:61": {"sensor": ["GONIO", "GONIO"], "device name": "00:07:80:3B:46:61", "column": ["nSeq", "DI", "CH1", "CH2"], "sync interval": 2, "time": "12:2:48.912", "comments": "", "device connection": "BTH00:07:80:3B:46:61", "channels": [1, 2], "date": "2017-1-17", "mode": 0, "digital IO": [0, 1], "firmware version": 772, "device": "biosignalsplux", "position": 0, "sampling rate": 100, "label": ["CH1", "CH2"], "resolution": [16, 16], "special": [{}, {}]}}
# EndOfHeader
0	0	36376	47016	
1	0	36324	47028	
2	0	36376	47032	
3	0	36312	47018	
4	0	36388	46976	
5	0	36292	46705	
6	0	36368	47024	
7	0	36316	46944	
8	0	36360	47072	
9	0	36320	47104	
10	0	36368	47008	
11	0	36312	47080	
12	0	36372	47048	
13	0	36304	47128	
14	0	36384	47056	
15	0	36320	47072	
16	0	36394	46952	
17	0	36320	47064	
18	0	36372	47056	
19	0	36320	46936	
20	0	36384	46904	
21	0	36328	47104	
22	0	36394	46968	
23	0	36324	46808	
24	0	36400	47064	
25	0	36320	47114	
26	0	36376	46940	
27	0	36328	47128	
28	0	36392	47042	
29	0	36304	47130	
30	0	36385	46952	
31	0	36320	47050	
32	0	36368	47040	
33	0	36312	47064	
34	0	36384	47072	
35	0	36314	47112	
36	0	36408	46904	
37	0	36320	47112	
38	0	36376	47040	
39	0	36296	47096	
40	0	36352	46888	
41	0	36312	47108	
42	0	36344	46988	
43	0	36312	47008	
44	0	36368	47080	
45	0	36272	47080	
46	0	36368	46968	
47	0	36296	46964	
48	0	36352	47050	
49	0	36272	47154	
50	0	36340	47004	
51	0	36296	47154	
52	0	36376	47088	
53	0	36282	47160	
54	0	36362	47044	
55	0	36296	47018	
56	0	36337	47064	
57	0	36280	47122	
58	0	36368	47080	
59	0	36306	47114	
60	0	36353	47064	
61	0	36288	46864	
62	0	36344	47088	
63	0	36268	47008	
64	0	36328	47124	
65	0	36284	47090	
66	0	36345	47080	
67	0	36264	47112	
68	0	36352	47090	
69	0	36272	47144	
70	0	36312	46952	
71	0	36272	47160	
72	0	36336	47056	
73	0	36240	46940	
74	0	36320	47096	
75	0	36256	47184	
76	0	36334	47144	
77	0	36288	47152	
78	0	36338	47136	
79	0	36272	47064	
80	0	36336	47120	
81	0	36266	47160	
82	0	36338	47104	
83	0	36252	47176	
84	0	36344	47160	
85	0	36258	46772	
86	0	36328	47032	
87	0	36256	47120	
88	0	36332	47080	
89	0	36268	47080	
90	0	36320	47124	
91	0	36244	47162	
92	0	36336	47080	
93	0	36260	47168	
94	0	36324	47040	
95	0	36248	47168	
96	0	36298	47120	
97	0	36234	47144	
98	0	36272	47136	
99	0	36192	47208	
100	0	36276	47072	
101	0	36192	47097	
102	0	36268	46704	
103	0	36204	47136	
104	0	36284	47080	
105	0	36208	47050	
106	0	36280	47136	
107	0	36248	47120	
108	0	36288	47116	
109	0	36208	47168	
110	0	36280	46968	
111	0	36220	46850	
112	0	36296	47048	
113	0	36200	47144	
114	0	36296	47130	
115	0	36216	46880	
116	0	36280	47076	
117	0	36224	47200	
118	0	36280	47048	
119	0	36208	46906	
120	0	36272	47136	
121	0	36227	47168	
122	0	36276	47160	
123	0	36200	47090	
124	0	36304	47088	
125	0	36216	47168	
126	0	36264	47104	
127	0	36186	47193	
128	0	36292	47136	
129	0	36192	47208	
130	0	36288	47056	
131	0	36221	47184	
132	0	36292	47130	
133	0	36200	47104	
134	0	36304	47032	
135	0	36208	47152	
136	0	36274	47048	
137	0	36224	47192	
138	0	36304	47136	
139	0	36240	47128	
140	0	36312	46944	
141	0	36208	47168	
142	0	36272	47072	
143	0	36217	47176	
144	0	36298	47032	
145	0	36224	47096	
146	0	36304	47090	
147	0	36200	47072	
148	0	36274	47104	
149	0	36194	46720	
150	0	36256	47114	
151	0	36204	47096	
152	0	36304	47096	
153	0	36224	46906	
154	0	36312	47112	
155	0	36210	47184	
156	0	36304	47080	
157	0	36210	47136	
158	0	36288	47066	
